video_id,title,comment,cleaned_comment,sentiment_score,sentiment_label
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Thanks for 120 subscriber 😢❤❤,thank subscriber,0.3612,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,0:37 lala pari,lala pari,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,YouTube trending song no.1,youtube trend song,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Malayalees👀☠️☠️☠️☠️,malayalees,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Keep it up yo yo king ad sm gully rapers was saying cm bck nahi hora hai get lost B,yo yo king ad sm gully raper say cm bck nahi hora hai lose b,-0.7964,Negative
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,kidhar hae gian😂😂😂,kidhar hae gian,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Rap King yo yo is bck,rap king yo yo bck,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,TRENDING #1🔥,trend,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Op,op,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,What the hell...kisne banaya ye song?,hellkisne banaya ye song,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,verry cool song,verry cool song,0.3182,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Yo yo honey Singh,yo yo honey singh,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,❤❤❤❤❤,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Yo Yo honey Singh be like - salo tum 1 month me lyrics likhte or may 2 ghante me pura song with music bana ke ready kar deta hu 😂😂😂😂 Old yo yo is back ❤ ONLY YO YO HONEY Paaji ❤,yo yo honey singh like salo tum month lyric likhte ghante pura song music bana ke ready kar deta hu old yo yo yo yo honey paaji,0.6124,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Loop ❤❤,loop,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,😬😬😬😬I think the Girl’s🤎Voice is a ⚜️Goddess🌌🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,think girlsvoice goddess,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Coop vibe in this song.....,coop vibe song,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Badshah fans chup k se loop mai gana sun rahe hain 🤣,badshah fans chup k se loop mai gana sun rahe hain,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,❤❤❤,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Sapot for shopot me,sapot shopot,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,India Always On Top ❤,india,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Just awesome song ❤,awesome song,0.6249,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Sanjju ❤❤,sanjju,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Laal Pari🏊🥇,laal pari,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Kaha gaye wo log jo kehte the comeback nhi ho raha h ❤❤❤,kaha gaye will log jo kehte comeback nhi ho raha h,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Please Chanel ko subscribe kare 😢😢😢😢😢😢😢😢,chanel ko subscribe kare,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,❤,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,❤❤,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,❤❤❤,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Old aura is Back ❤,old aura,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,❤❤❤❤,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,❤❤❤❤❤,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,❤❤❤❤❤,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Honey paji on rock😌😌,honey paji rock,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,❤❤,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Pls subscribe and like comment,pls subscribe like comment,0.4215,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Sbse khrab acting abhishek ki or sbse best sonam bajwa❤,sbse khrab act abhishek ki sbse good sonam bajwa,0.4404,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Badshahs old father is back 🔥🫡,badshahs old father,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,LAAL PARI means watermelon says in my area 😂😂😂,laal pari mean watermelon say area,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Kill look of sanju baba😎,kill look sanju baba,-0.6908,Negative
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,"❤❤ I am a youtubar😊
Mare editing channel he
Mare chanel se ap ka help ho sakta he
❤❤❤nice video 😊",youtubar mare edit channel mare chanel se ap ka help ho sakta nice video,0.6705,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Yeh toh “Hai Garmi” se churaya hai😅,yeh toh hai garmi se churaya hai,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,🫰🔥🔥🔥,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Abhishek bachan fir prove krte huye ki acting kya hota hai😂😂😂😂😂,abhishek bachan fir prove krte huye ki acting kya hota hai,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Thanks for 79 subscribers,thank subscriber,0.3612,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Dum words m rkho background sonund m nhi,dum word m rkho background sonund m nhi,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,This song sounds like Badshah’s Garmi …. Same tune,song sound like badshahs garmi tune,0.3612,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Damnnn soundariya sharma🥵🥵🥵🥵,damnnn soundariya sharma,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Honey singh ka koi tod nhi 💪💪🫡🫡,honey singh ka koi tod nhi,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Yo yo is back ❤,yo yo,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Me v soch raha hu ek aesa hi gana banau😂,v soch raha hu ek aesa hi gana banau,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,1:40 jequline moves😱😱😱,jequline move,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Sonam bajwa sexy ohh,sonam bajwa sexy ohh,0.5267,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Yo yo honey Singh ❤❤,yo yo honey singh,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Paaji song to sahi tha but ye sun kar lg raha hai ki koi kisi se baat kar raha hai to thoda apna vibe change kariya,paaji song sahi tha ye sun kar lg raha hai ki koi kisi se baat kar raha hai thoda apna vibe change kariya,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,❤❤,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,0:20,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Ooo❤🎉🎉😮😮,ooo,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Thanks for 111 subscriber ❤♥️🙏🙏,thank subscriber,0.3612,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Chanel ko subscribe kare ❤❤❤❤❤❤❤❤❤ bhai please,chanel ko subscribe kare bhai,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,YouTube channel subscriber,youtube channel subscriber,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Yo yo honey Singh,yo yo honey singh,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Where is nana patekar ?,nana patekar,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,What a song,song,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,❤❤❤,,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Jackcline Fernandes is look so pretty and she is attract the large audience,jackcline fernande look pretty attract large audience,0.6908,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,"Wow Trending on #1 
Yo yo Honey Singh!!",wow trend yo yo honey singh,0.5859,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,The song is very gud..but it sounds like haye garmi little,song gudbut sound like haye garmi little,0.3612,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,I'm enjoying this music🥰🥰 and love the choreography 😮😮but I don't like Abhisheik badchand 😒,m enjoy music love choreography not like abhisheik badchand,0.7423,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,I think this song release date tak 200m hoga who agrees? 😊,think song release date tak m hoga agree,0.3612,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Maan Gaye paji,maan gaye paji,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Yo yo honey Singh,yo yo honey singh,0.0,Neutral
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Ohh just wow men ❤😎🥵😎,ohh wow man,0.5859,Positive
KGn-erOG-Bs,LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5 - 6th June,Yo yo honey Singh,yo yo honey singh,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,"Thanks for watching guysssss 🥰
Download HaaNaa: https://link.haanaa.com/MJO100
Promo Code: MJO100",thank watch guysssss download haanaa promo code mjo,0.3612,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Kaluaa is back 😅😂,kaluaa,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,"🥰युटुब पर हूं 🥰🔥
💞🥰Ham aapki madad kar sakte hain 🥰💖
🥰🥰हम आपकी मदद कर सकते हैं 🔥🔥",ham aapki madad kar sakte hain,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,AKA Suar FM😂😂😂 I literally laugh out loud 😂😂,aka suar fm literally laugh loud,0.5574,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,I have the same Tifin (lunch box) of the eater...😉😅,tifin lunch box eater,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,😂😂😂😂😂,,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Maine chai pe hai aur shandaar se kitab padhi hai. 13:12,maine chai pe hai aur shandaar se kitab padhi hai,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,"Idar kalua fas gya udar pakistan ... 
Dono k pakode lge pde h .🎉🎉🎉🎉😂😂😂😂😂",idar kalua fas gya udar pakistan dono k pakode lge pde h,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Kutta bhi kukur kukur nhi bolta aadmi kutte ko Kukur bolta he. 😂😂😂😂😂,kutta bhi kukur kukur nhi bolta aadmi kutte ko kukur bolta,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Finally kalua ka call lag gya hai 😁😜😄,finally kalua ka lag gya hai,-0.34,Negative
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,@rjnaveed,rjnaveed,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Ander ki baat dikha diye😂😂,ander ki baat dikha diye,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,kabhi Sheetal Enterprises ki file kho jaati hai kabhi beti hi kho jaati hai 😂😂,kabhi sheetal enterprise ki file kho jaati hai kabhi beti hi kho jaati hai,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,@BHAIJAAN143T,bhaijaant,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Arey sir jyada asleel words na dala kre video me family ke sth dekhne me acha nhi lgat,arey sir jyada asleel word na dala kre video family ke sth dekhne acha nhi lgat,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,18:02 bgm 🔥🔥🔥,bgm,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Vote for face reveal 😅>>>>>>>>>>>>>,vote face reveal,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,"Nailed it Saurabh bhai Nailed it, all comedy videos are excellent and relatable 🤣🤣👌👌",nail saurabh bhai nail comedy video excellent relatable,0.7351,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Chilbilata saurabh 😅,chilbilata saurabh,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,16:20 both are demon ✨✨🙏,demon,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,😂😂😂😂😂😂😂 unha  unha,unha unha,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,😂😂,,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Rangde mori chaddhi gerua 😂 12:20,rangde mori chaddhi gerua,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Thank u for 100 subscriber,thank u subscriber,0.3612,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Wah Kya Baat,wah kya baat,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Finally mjo kalua mashup mila,finally mjo kalua mashup mila,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,THANKS FOR 437 SUBSCRIBER'S ❤,thank subscriber,0.3612,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,"Bestest part of Video when 
Call prank comes that was epic ❤❤😂😂😂😂",best video prank come epic,0.6369,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Kgf bgm 😂😂,kgf bgm,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Laal lao laal😂,laal lao laal,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,"Kuch part hataya gaya hai bhaiya video me se 
Kallua wale me se😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢",kuch hataya gaya hai bhaiya video se kallua wale se,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,1 m,m,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Trending #1🇮🇳🔥,trend,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Sabar ka fal mjo ki vedeo hota hai,sabar ka fal mjo ki vedeo hota hai,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,4:20 😅😅😅😅,,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Kaluaa is backkk🤭🤪🤪🤪,kaluaa backkk,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Thanks for 520 subscribeer😢❤❤,thank subscribeer,0.3612,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,दरवाजा खोल दे बाबा....add ho jata to maza aa jata 😂,add ho jata maza aa jata,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Background music to bohot accha hai😂,background music bohot accha hai,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,😂😂😂,,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Board result pe bhi ❤😂,board result pe bhi,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Wait.. what happened to the kidnapper guy?,wait happen kidnapper guy,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,"🔥🔥iam youtuber🔥🔥
Mera tech channel hai 
🥹Mera channel se aapka help 
Ho sakta hai 🥹
🔥❣️Nice video❣️🔥",iam youtuber mera tech channel hai mera channel se aapka help ho sakta hai nice video,0.6705,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Puri video sapne me khatam ho gyi 😂😂,puri video sapne khatam ho gyi,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,"🔥🔥iam youtuber🔥🔥
Mera tech channel hai 
🥹Mera channel se aapka help 
Ho sakta hai 🥹
🔥❣️Nice video❣️🔥",iam youtuber mera tech channel hai mera channel se aapka help ho sakta hai nice video,0.6705,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,"🔥🔥iam youtuber🔥🔥
Mera tech channel hai 
🥹Mera channel se aapka help 
Ho sakta hai 🥹
🔥❣️Nice video❣️🔥",iam youtuber mera tech channel hai mera channel se aapka help ho sakta hai nice video,0.6705,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Special person come from special places... Vidayak ke maliii😂,special person come special place vidayak ke maliii,0.6597,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,I like that caller ringtone ❤,like caller ringtone,0.3612,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,12:18 Epic 😂😂😂,epic,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Trending 1 wah kya bat he❤,trend wah kya bat,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,4:25 legendary entry 💀😂😂,legendary entry,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,"Isbar mazza nahi aaya, comedy jyada dalo yar",isbar mazza nahi aaya comedy jyada dalo yar,0.3612,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,ok,ok,0.296,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,7:25 this is Suwar FM 😂😂😂,suwar fm,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,#1 Trending 😮😂😂,trend,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,17:55 Sapne me video dekh rhe the 😂😂🙌🏻🙌🏻...what a twist 🎉,sapne video dekh rhe twist,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Kalua fir se aagya hariya ke godaam main 😂,kalua fir se aagya hariya ke godaam main,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,suar fm door kahin dikha board pe?😂,suar fm door kahin dikha board pe,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Is their a trim in video?,trim video,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,"pata hi tha
inke apne caller hote hn honge😂",pata hi tha inke apne caller hote hn honge,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,टोपी तो पहने है लगना चाहिए सिक्योरिटी गार्ड है 😅,,0.0,Neutral
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,"Maja aaya bhai, most entertaining video 😂😂🤣🤣",maja aaya bhai entertaining video,0.4404,Positive
pZjcskYdO3M,RJ Saurabh || Make Joke Of || MJO || Saurabh Shukla,Midas zyada dikh rha hai.. content kam,midas zyada dikh rha hai content kam,0.0,Neutral
